cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-5e011,1.1,01.02.2013,78418,ESS4e04_1,4,4.1,1097,1.2198,1.50092092391304,2,3,4,5,3,5,5,5,5,5,3,2,2,2,2,2,2,2,1,2,2,5,5,5,8,7,8,7,2,2,2,1,5,3,3,3,10,10,10,3,3,1,3,3,2,1,2,3,4,1,2,3,1,3,2,4,2,2,4,2,
ES,ESS1-5e011,1.1,01.02.2013,78419,ESS4e04_1,4,4.1,1099,0.7445,1.50092092391304,4,3,2,3,3,5,3,3,4,5,1,2,2,2,2,2,2,2,1,2,2,5,7,2,2,4,5,7,1,2,1,3,2,3,3,3,2,5,3,3,5,1,3,4,5,5,2,2,4,1,2,2,3,5,2,5,2,2,2,5,
ES,ESS1-5e011,1.1,01.02.2013,78420,ESS4e04_1,4,4.1,1100,0.9545,1.50092092391304,4,2,3,1,0,7,0,0,88,6,1,2,2,2,2,2,2,2,2,6,2,7,8,2,3,5,3,9,2,2,2,8,5,3,3,3,6,7,4,2,4,2,4,2,3,2,2,2,4,3,2,4,2,4,3,3,2,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78421,ESS4e04_1,4,4.1,1101,1.4257,1.50092092391304,3,3,3,8,7,10,7,6,6,7,1,2,2,2,2,2,2,2,2,6,2,5,7,7,7,8,6,8,1,1,1,1,4,3,2,2,6,6,5,3,3,3,3,4,3,3,3,5,4,2,4,4,2,4,3,4,4,4,4,4,
ES,ESS1-5e011,1.1,01.02.2013,78422,ESS4e04_1,4,4.1,1102,1.1902,1.50092092391304,4,5,7,5,5,6,0,0,88,88,2,2,2,2,2,2,2,2,2,6,2,77,6,3,3,88,5,7,2,4,8,3,88,7,7,7,88,88,5,2,6,1,4,3,4,2,4,2,5,3,3,5,2,5,3,2,1,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78423,ESS4e04_1,4,4.1,1104,1.32,1.50092092391304,4,5,1,5,7,7,0,0,88,88,1,2,2,2,2,2,2,2,1,2,2,9,7,3,2,6,8,7,2,2,2,8,5,8,8,8,8,8,6,6,5,1,4,1,5,1,2,2,6,3,2,4,2,5,2,1,4,1,3,6,
ES,ESS1-5e011,1.1,01.02.2013,78424,ESS4e04_1,4,4.1,1108,1.3414,1.50092092391304,1,3,4,9,0,5,9,9,9,10,3,2,2,1,2,2,2,2,1,3,2,5,0,8,8,8,5,7,2,4,1,2,8,2,2,2,5,3,7,3,4,1,4,3,1,4,2,2,2,3,2,4,1,2,2,1,3,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,78425,ESS4e04_1,4,4.1,1109,1.4448,1.50092092391304,3,2,2,5,3,5,5,5,5,5,3,2,2,2,2,2,2,2,2,6,2,5,5,3,5,5,5,5,2,4,2,2,6,2,2,2,9,10,10,2,2,1,2,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,3,3,
ES,ESS1-5e011,1.1,01.02.2013,78426,ESS4e04_1,4,4.1,1114,1.229,1.50092092391304,2,1,5,3,5,7,2,2,5,3,1,2,2,2,2,1,1,1,1,1,2,6,8,0,0,3,2,8,1,2,1,5,9,3,2,2,2,3,4,2,3,3,2,3,3,2,3,5,2,2,1,4,2,2,1,3,1,2,2,1,
ES,ESS1-5e011,1.1,01.02.2013,78427,ESS4e04_1,4,4.1,1115,1.4233,1.50092092391304,3,4,2,5,5,9,4,4,5,6,1,2,2,2,2,2,2,2,1,3,2,6,8,2,5,8,8,8,3,1,1,4,88,4,4,4,1,2,1,2,4,3,4,1,4,3,4,3,3,2,3,3,3,3,2,4,3,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78428,ESS4e04_1,4,4.1,1116,0.7545,1.50092092391304,3,4,4,6,4,4,3,3,4,4,1,1,2,2,2,1,1,1,2,6,2,4,7,3,2,4,4,3,1,1,1,2,6,3,2,2,6,4,5,2,5,2,4,2,1,3,1,4,2,1,2,4,2,3,2,5,2,2,5,3,
ES,ESS1-5e011,1.1,01.02.2013,78429,ESS4e04_1,4,4.1,1118,1.6064,1.50092092391304,4,5,2,6,1,7,3,3,4,5,2,2,2,2,2,2,1,2,2,6,2,5,8,3,7,5,6,7,2,1,1,8,5,3,3,3,6,6,5,4,5,1,3,1,6,2,2,2,4,1,1,3,1,5,1,2,1,2,1,4,
ES,ESS1-5e011,1.1,01.02.2013,78430,ESS4e04_1,4,4.1,1119,0.73,1.50092092391304,1,2,4,7,6,7,5,3,4,3,1,2,2,2,2,2,2,2,2,6,2,4,6,4,3,7,3,6,2,2,2,2,9,3,3,3,7,6,5,3,5,1,3,2,3,2,2,3,3,2,2,3,1,3,2,3,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,78431,ESS4e04_1,4,4.1,1120,1.4415,1.50092092391304,2,3,4,3,1,6,1,1,5,6,2,2,2,2,2,2,2,2,2,6,2,5,8,4,1,6,5,5,3,2,1,4,7,4,4,4,9,8,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,
ES,ESS1-5e011,1.1,01.02.2013,78432,ESS4e04_1,4,4.1,1121,1.4777,1.50092092391304,3,3,2,6,3,7,1,1,5,7,1,2,2,2,2,2,2,2,2,6,2,4,10,1,3,8,2,2,3,1,1,1,5,1,1,1,7,10,5,1,5,2,3,2,2,3,2,1,3,2,2,5,1,6,3,2,3,1,2,2,
ES,ESS1-5e011,1.1,01.02.2013,78433,ESS4e04_1,4,4.1,1123,0.73,1.50092092391304,1,3,2,7,7,8,6,7,6,7,1,2,2,2,2,2,2,2,1,2,2,3,8,6,7,7,6,7,2,1,2,2,4,2,2,2,5,5,5,2,3,2,4,2,2,2,2,2,2,2,2,4,1,3,2,4,2,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,78434,ESS4e04_1,4,4.1,1125,0.73,1.50092092391304,2,4,2,5,4,6,3,5,6,4,1,2,2,2,2,2,2,2,1,3,2,3,8,3,3,7,5,3,1,1,3,2,4,2,2,2,7,6,5,2,6,2,5,5,1,5,2,2,2,2,2,6,2,5,5,6,2,2,6,2,
ES,ESS1-5e011,1.1,01.02.2013,78435,ESS4e04_1,4,4.1,1126,1.4257,1.50092092391304,3,3,2,5,5,6,1,1,5,88,1,2,2,2,2,2,2,2,1,2,2,3,9,4,6,7,7,7,1,1,1,5,0,3,3,3,5,88,5,1,6,1,2,1,2,2,1,1,3,1,1,5,1,6,1,1,1,1,1,1,
ES,ESS1-5e011,1.1,01.02.2013,78436,ESS4e04_1,4,4.1,1128,0.6736,1.50092092391304,4,1,2,0,0,8,0,0,7,8,1,2,2,1,2,2,2,2,1,3,2,4,8,4,5,5,0,0,3,1,2,4,8,3,3,3,3,6,5,2,3,2,3,3,2,3,2,2,2,3,2,3,2,3,2,4,3,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,78437,ESS4e04_1,4,4.1,1129,1.0885,1.50092092391304,3,3,3,8,7,8,8,8,6,5,1,2,2,2,2,2,2,2,1,2,2,3,8,7,7,8,88,8,2,7,1,4,6,2,2,2,7,6,7,1,5,2,2,3,2,4,1,2,4,1,2,3,3,4,3,3,1,3,4,5,
ES,ESS1-5e011,1.1,01.02.2013,78438,ESS4e04_1,4,4.1,1130,0.6736,1.50092092391304,2,2,4,7,6,7,5,7,8,8,3,2,2,2,2,2,2,2,1,2,2,3,10,5,7,7,88,8,2,1,2,2,4,3,3,3,8,5,5,1,2,2,3,2,3,2,2,2,1,1,2,3,3,3,2,1,1,1,2,2,
ES,ESS1-5e011,1.1,01.02.2013,78439,ESS4e04_1,4,4.1,1131,1.3414,1.50092092391304,1,3,1,4,4,4,0,0,4,0,1,2,2,2,2,2,2,2,1,3,2,5,8,3,3,6,2,7,3,1,2,4,3,3,3,3,3,5,4,2,3,1,3,2,2,3,2,3,1,1,1,2,2,2,2,3,1,1,3,1,
ES,ESS1-5e011,1.1,01.02.2013,78440,ESS4e04_1,4,4.1,1132,1.4257,1.50092092391304,4,4,1,5,5,9,3,3,3,3,2,2,2,2,2,2,2,2,2,6,2,3,3,2,4,8,7,8,2,1,1,1,3,3,2,2,6,3,2,5,5,4,4,4,3,3,3,2,5,1,2,3,2,5,4,4,4,4,1,2,
ES,ESS1-5e011,1.1,01.02.2013,78441,ESS4e04_1,4,4.1,1133,1.3414,1.50092092391304,2,3,3,4,7,8,4,3,3,3,1,2,2,2,2,2,2,2,1,1,2,7,6,2,0,2,2,6,4,4,2,3,2,4,3,3,2,2,2,5,5,1,4,2,5,1,1,1,5,2,1,4,1,5,1,1,1,2,1,5,
ES,ESS1-5e011,1.1,01.02.2013,78442,ESS4e04_1,4,4.1,1134,1.6676,1.50092092391304,4,5,1,3,2,5,0,0,0,0,2,2,2,2,2,2,2,2,2,6,2,88,7,4,3,3,6,7,1,1,1,3,10,2,2,2,7,8,7,2,1,1,2,1,1,1,1,1,1,1,2,4,1,5,1,2,1,2,4,2,
ES,ESS1-5e011,1.1,01.02.2013,78443,ESS4e04_1,4,4.1,1136,1.3475,1.50092092391304,1,1,5,10,0,8,5,3,8,6,1,1,2,1,2,1,1,1,1,4,2,0,8,7,10,10,7,7,2,1,2,5,2,4,2,2,6,3,0,3,5,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,
ES,ESS1-5e011,1.1,01.02.2013,78444,ESS4e04_1,4,4.1,1137,0.298,1.50092092391304,1,1,4,5,5,4,4,5,5,6,1,2,2,2,2,1,1,2,1,2,2,4,8,5,5,6,6,5,2,2,4,3,6,2,2,2,6,6,6,2,5,2,4,2,1,3,1,4,3,3,2,5,1,3,3,5,1,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,78445,ESS4e04_1,4,4.1,1139,1.3394,1.50092092391304,4,5,2,7,6,7,6,5,88,88,2,2,2,2,2,2,2,2,2,6,2,77,7,4,6,88,5,6,2,4,3,4,10,1,1,1,5,9,5,2,5,1,6,1,5,1,1,1,2,2,2,5,1,5,1,5,1,1,5,2,
ES,ESS1-5e011,1.1,01.02.2013,78446,ESS4e04_1,4,4.1,1140,0.73,1.50092092391304,3,2,3,3,1,2,4,1,5,5,1,2,2,2,2,2,2,2,1,4,2,3,6,5,7,3,4,5,2,2,2,3,6,1,2,2,7,7,7,2,4,2,2,2,3,5,2,2,2,2,2,3,2,4,2,3,2,2,1,3,
ES,ESS1-5e011,1.1,01.02.2013,78447,ESS4e04_1,4,4.1,1142,0.4298,1.50092092391304,4,5,4,1,0,6,0,0,2,0,1,1,2,2,2,2,2,1,1,3,2,3,5,3,2,4,5,6,1,1,1,4,3,3,3,3,3,3,3,2,5,1,4,2,2,2,2,2,6,3,2,4,2,5,1,4,3,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78448,ESS4e04_1,4,4.1,1143,1.6676,1.50092092391304,4,3,2,6,7,9,5,3,7,7,1,2,2,2,2,2,2,2,2,6,2,3,8,5,5,8,7,9,1,1,1,1,2,3,3,3,4,2,2,3,2,2,1,1,1,1,1,4,1,2,1,3,1,2,2,2,2,1,2,1,
ES,ESS1-5e011,1.1,01.02.2013,78449,ESS4e04_1,4,4.1,1145,1.3763,1.50092092391304,1,5,5,10,5,4,6,3,10,10,1,1,2,1,1,2,1,1,1,1,2,4,10,3,8,9,3,6,1,1,4,2,9,2,2,2,8,10,7,1,6,1,6,1,1,6,1,1,1,1,1,6,1,6,1,4,1,1,6,2,
ES,ESS1-5e011,1.1,01.02.2013,78450,ESS4e04_1,4,4.1,1147,1.4448,1.50092092391304,4,5,1,88,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,6,2,88,7,2,2,2,5,1,1,2,1,4,8,3,2,2,9,8,9,4,3,2,2,1,4,2,1,1,3,4,1,3,1,4,2,4,1,1,1,4,
ES,ESS1-5e011,1.1,01.02.2013,78451,ESS4e04_1,4,4.1,1149,1.32,1.50092092391304,3,3,3,7,3,5,5,5,5,5,1,2,2,1,2,1,1,2,1,6,2,4,7,3,3,7,8,8,2,1,1,2,8,2,2,2,7,7,6,1,5,2,4,2,2,4,1,1,2,3,2,3,2,3,2,5,1,1,3,2,
ES,ESS1-5e011,1.1,01.02.2013,78452,ESS4e04_1,4,4.1,1150,0.8058,1.50092092391304,4,5,1,88,3,5,88,88,88,5,3,2,2,2,2,2,2,2,2,6,2,88,7,3,5,3,88,4,2,4,8,4,88,1,1,1,7,9,8,2,3,2,3,2,2,1,2,4,2,2,1,3,1,3,4,4,1,2,1,2,
ES,ESS1-5e011,1.1,01.02.2013,78453,ESS4e04_1,4,4.1,1153,1.6676,1.50092092391304,4,5,1,6,2,9,0,0,0,0,1,2,2,2,2,2,2,1,2,6,2,5,8,3,3,7,7,8,3,1,1,4,88,3,3,3,6,6,5,2,5,2,4,1,2,2,2,3,3,1,1,4,2,1,2,4,1,1,3,1,
ES,ESS1-5e011,1.1,01.02.2013,78454,ESS4e04_1,4,4.1,1156,0.73,1.50092092391304,4,5,1,3,4,5,7,7,8,7,1,2,2,2,2,2,2,2,1,2,2,5,7,5,3,2,7,4,3,2,2,2,5,1,1,1,8,8,8,3,5,2,4,2,3,2,2,1,3,2,1,3,1,5,1,2,1,2,1,3,
ES,ESS1-5e011,1.1,01.02.2013,78455,ESS4e04_1,4,4.1,1158,1.6676,1.50092092391304,3,3,3,7,4,6,2,2,2,5,1,2,2,2,2,2,2,2,1,2,2,2,8,5,6,8,9,6,2,1,3,3,5,8,8,8,6,7,7,3,3,2,4,1,2,2,2,3,1,1,1,1,1,2,3,4,2,4,4,1,
ES,ESS1-5e011,1.1,01.02.2013,78456,ESS4e04_1,4,4.1,1159,1.0885,1.50092092391304,2,3,3,88,88,7,3,3,88,88,1,1,2,1,1,2,2,1,1,6,7,77,9,3,77,88,88,88,2,2,3,8,10,7,7,7,77,77,77,1,4,1,3,3,2,5,1,3,2,2,2,3,3,2,5,4,3,1,5,2,
ES,ESS1-5e011,1.1,01.02.2013,78457,ESS4e04_1,4,4.1,1160,0.1627,1.50092092391304,4,3,2,88,5,9,88,88,88,88,2,2,2,2,2,2,2,2,2,6,2,88,5,2,88,88,6,6,2,2,8,8,88,3,3,3,5,5,4,5,5,2,4,2,5,3,3,2,5,2,2,5,5,5,3,4,3,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,78458,ESS4e04_1,4,4.1,1163,1.0107,1.50092092391304,1,2,4,9,9,9,8,8,8,4,3,2,2,2,2,2,2,2,1,2,2,3,9,6,8,8,5,9,2,1,2,1,8,1,1,1,10,10,10,1,2,1,2,1,1,2,1,2,1,1,2,1,2,5,2,6,3,1,1,2,
ES,ESS1-5e011,1.1,01.02.2013,78459,ESS4e04_1,4,4.1,1164,0.73,1.50092092391304,4,4,2,5,8,9,4,4,88,88,1,2,2,2,2,2,2,2,2,6,2,3,10,3,6,5,7,9,2,3,8,8,7,1,1,1,5,5,5,1,4,1,1,1,1,3,1,2,2,1,1,3,2,3,1,1,1,1,1,3,
ES,ESS1-5e011,1.1,01.02.2013,78460,ESS4e04_1,4,4.1,1166,1.4448,1.50092092391304,1,1,4,6,8,8,7,7,7,7,1,1,2,1,1,1,1,2,1,2,2,6,8,8,8,8,6,9,4,2,2,2,8,2,2,2,7,7,8,2,3,1,2,2,2,4,3,1,1,1,1,2,2,3,1,3,1,2,2,2,
ES,ESS1-5e011,1.1,01.02.2013,78461,ESS4e04_1,4,4.1,1167,1.5467,1.50092092391304,4,5,1,88,5,9,0,0,88,88,1,2,2,2,2,2,2,2,1,1,2,0,5,5,5,10,3,5,1,5,1,5,88,8,8,8,88,88,88,2,6,1,6,1,5,2,2,2,2,4,2,6,1,6,4,1,1,1,1,2,
ES,ESS1-5e011,1.1,01.02.2013,78462,ESS4e04_1,4,4.1,1168,1.6676,1.50092092391304,4,5,5,5,2,6,0,0,5,5,2,2,2,2,2,2,2,2,2,6,2,88,9,3,2,3,5,3,1,1,1,1,88,3,3,3,3,4,3,3,6,1,5,1,4,1,1,2,5,2,1,6,2,6,1,5,1,1,1,4,
ES,ESS1-5e011,1.1,01.02.2013,78463,ESS4e04_1,4,4.1,1169,0.4298,1.50092092391304,2,5,2,6,5,8,3,2,2,5,1,2,2,2,2,1,2,2,1,2,2,0,6,3,6,7,6,5,3,1,1,3,5,3,3,3,5,7,5,1,4,1,4,3,2,5,2,4,4,3,3,4,2,5,4,5,2,2,4,4,
ES,ESS1-5e011,1.1,01.02.2013,78464,ESS4e04_1,4,4.1,1175,0.1627,1.50092092391304,3,5,2,2,2,6,4,4,3,88,1,2,2,2,2,2,2,1,2,6,2,5,5,4,5,4,4,8,8,8,8,4,6,3,3,3,6,5,5,3,5,2,5,2,2,5,2,2,2,2,2,4,1,5,2,4,1,3,3,3,
ES,ESS1-5e011,1.1,01.02.2013,78465,ESS4e04_1,4,4.1,1176,0.1627,1.50092092391304,4,3,4,3,3,4,2,1,88,5,2,2,2,2,2,2,2,2,7,6,2,77,2,2,77,5,88,5,3,3,2,3,5,8,8,8,3,88,3,6,5,2,4,1,3,2,3,3,5,2,2,7,2,4,2,2,1,3,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78466,ESS4e04_1,4,4.1,1178,0.73,1.50092092391304,4,3,4,3,2,4,2,1,3,1,1,1,2,1,2,1,1,2,1,3,2,2,2,2,2,3,2,2,1,1,2,3,6,2,3,3,4,4,4,2,5,1,3,2,1,4,1,4,2,2,2,4,2,2,3,5,2,2,5,3,
ES,ESS1-5e011,1.1,01.02.2013,78467,ESS4e04_1,4,4.1,1179,1.2029,1.50092092391304,3,3,2,88,7,7,4,4,88,5,1,2,2,2,2,2,2,2,1,2,2,7,7,2,2,5,7,8,2,4,2,8,88,3,3,3,2,2,2,3,6,2,4,2,5,3,2,3,5,2,2,5,2,5,2,4,2,2,1,4,
ES,ESS1-5e011,1.1,01.02.2013,78468,ESS4e04_1,4,4.1,1180,1.621,1.50092092391304,3,4,2,5,4,4,5,5,4,3,1,2,2,2,2,2,2,2,2,6,2,3,4,2,4,7,7,7,2,1,2,2,0,3,3,3,3,8,5,3,4,2,3,2,3,2,2,2,4,2,2,4,1,5,2,4,2,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78469,ESS4e04_1,4,4.1,1181,1.6676,1.50092092391304,1,1,5,6,4,7,5,5,6,7,1,2,2,2,2,2,2,1,1,3,2,9,10,4,3,4,6,8,1,1,1,2,5,4,4,4,0,0,0,3,3,2,4,4,1,1,1,2,1,1,1,2,1,1,2,4,1,2,1,1,
ES,ESS1-5e011,1.1,01.02.2013,78470,ESS4e04_1,4,4.1,1182,1.6676,1.50092092391304,4,4,2,7,4,7,0,0,7,88,1,2,2,2,2,2,2,2,2,6,2,5,8,5,3,8,6,6,2,1,1,2,0,3,3,3,5,8,7,2,5,1,5,1,1,1,2,4,3,2,2,5,2,3,2,6,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,78471,ESS4e04_1,4,4.1,1183,0.4298,1.50092092391304,4,4,3,5,4,2,2,2,6,6,3,2,2,2,2,1,2,2,2,6,2,4,8,6,8,7,4,7,3,1,2,3,8,1,2,2,5,9,7,1,5,1,3,3,2,5,1,1,1,1,2,5,3,3,3,4,3,1,5,2,
ES,ESS1-5e011,1.1,01.02.2013,78472,ESS4e04_1,4,4.1,1184,0.6736,1.50092092391304,4,5,1,0,5,5,0,0,88,88,2,2,2,2,2,2,2,2,2,6,2,5,9,3,0,0,5,9,2,2,2,3,0,4,4,4,3,4,3,2,3,2,2,1,4,2,2,1,4,2,1,4,1,5,2,3,1,2,3,3,
ES,ESS1-5e011,1.1,01.02.2013,78473,ESS4e04_1,4,4.1,1186,1.4257,1.50092092391304,3,3,3,6,0,7,6,6,3,5,1,2,2,2,2,2,2,2,1,6,2,5,5,4,6,9,5,8,4,2,1,3,1,3,3,3,5,3,3,2,5,2,4,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,3,2,
ES,ESS1-5e011,1.1,01.02.2013,78474,ESS4e04_1,4,4.1,1189,0.298,1.50092092391304,3,1,5,1,1,4,0,1,2,3,2,2,2,2,2,2,2,2,2,6,2,5,9,4,4,4,7,8,3,3,1,2,2,2,2,2,6,0,5,3,3,3,2,2,3,3,3,2,2,1,2,3,3,2,3,5,1,3,4,2,
ES,ESS1-5e011,1.1,01.02.2013,78475,ESS4e04_1,4,4.1,1191,1.2198,1.50092092391304,3,3,3,8,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,6,2,5,8,5,5,9,4,7,2,1,1,3,3,2,2,2,3,3,3,2,4,1,2,2,2,2,1,3,2,2,2,3,1,2,2,3,1,1,3,3,
ES,ESS1-5e011,1.1,01.02.2013,78476,ESS4e04_1,4,4.1,1192,1.0268,1.50092092391304,4,4,3,4,4,4,2,2,4,5,7,2,2,2,2,2,2,2,7,6,2,77,5,2,4,5,3,6,3,4,2,4,5,3,3,3,5,5,5,2,3,3,2,3,4,3,3,4,2,2,4,2,4,4,7,1,3,3,3,1,
ES,ESS1-5e011,1.1,01.02.2013,78477,ESS4e04_1,4,4.1,1193,1.2198,1.50092092391304,4,2,3,5,8,9,5,5,5,8,1,2,2,2,2,2,2,2,7,6,2,5,5,88,5,8,5,5,3,1,2,8,1,4,4,4,2,0,0,6,6,2,6,1,6,1,3,1,5,8,1,6,1,6,1,8,1,8,1,6,
ES,ESS1-5e011,1.1,01.02.2013,78478,ESS4e04_1,4,4.1,1194,1.4415,1.50092092391304,2,2,4,7,2,8,4,4,5,5,1,1,1,2,2,1,2,2,1,3,2,5,10,4,7,9,7,6,2,3,1,5,9,1,1,1,8,10,8,2,1,1,1,1,2,3,2,1,2,1,1,4,2,2,2,3,1,1,5,3,
ES,ESS1-5e011,1.1,01.02.2013,78479,ESS4e04_1,4,4.1,1195,0.6736,1.50092092391304,3,5,1,0,0,5,0,0,88,2,2,1,1,1,2,1,2,1,2,6,2,4,6,0,0,0,2,0,1,1,1,4,0,2,2,2,6,8,5,1,5,1,5,2,1,4,1,2,3,1,1,5,3,5,2,5,2,1,5,4,
ES,ESS1-5e011,1.1,01.02.2013,78480,ESS4e04_1,4,4.1,1197,1.3414,1.50092092391304,4,1,7,3,2,5,3,4,5,5,1,2,2,2,2,2,2,2,1,6,2,5,5,3,1,5,2,5,1,4,1,2,2,2,2,2,2,5,7,2,4,1,3,1,2,1,3,2,4,1,4,1,3,3,3,4,1,2,1,3,
ES,ESS1-5e011,1.1,01.02.2013,78481,ESS4e04_1,4,4.1,1200,0.7545,1.50092092391304,3,3,2,7,8,6,5,5,8,7,1,2,2,2,2,2,2,1,1,3,2,4,8,7,7,7,8,9,3,4,4,3,7,3,3,3,4,4,2,2,4,2,3,3,2,4,2,3,3,2,1,4,4,5,1,3,2,2,1,2,
ES,ESS1-5e011,1.1,01.02.2013,78482,ESS4e04_1,4,4.1,1201,1.6676,1.50092092391304,3,4,2,88,4,4,3,3,88,88,2,2,2,2,2,1,2,1,2,6,2,5,9,3,5,5,7,3,4,4,3,2,2,1,1,1,5,7,7,4,5,4,5,3,4,4,2,4,4,2,3,4,2,5,3,5,2,4,4,4,
ES,ESS1-5e011,1.1,01.02.2013,78483,ESS4e04_1,4,4.1,1207,1.5467,1.50092092391304,3,3,3,8,5,8,3,3,88,88,1,2,2,2,2,2,2,2,2,6,2,3,8,5,4,8,6,7,1,1,1,1,10,3,3,3,4,6,7,1,5,3,1,3,4,1,3,1,3,4,2,1,1,5,2,1,1,3,2,1,
ES,ESS1-5e011,1.1,01.02.2013,78484,ESS4e04_1,4,4.1,1208,0.7545,1.50092092391304,2,3,3,5,4,6,5,5,5,2,1,2,2,2,2,2,1,2,1,2,2,4,7,5,5,4,8,4,1,1,2,3,5,8,2,8,7,8,5,3,5,2,4,2,5,3,2,3,2,3,2,5,5,3,2,6,2,2,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78485,ESS4e04_1,4,4.1,1209,1.4415,1.50092092391304,3,3,2,9,8,10,7,8,5,5,1,2,2,2,2,2,2,2,1,2,2,8,9,7,5,7,8,10,2,3,1,1,6,1,1,1,8,8,8,2,3,1,5,1,6,2,1,1,3,5,3,2,1,6,1,1,1,2,1,6,
ES,ESS1-5e011,1.1,01.02.2013,78486,ESS4e04_1,4,4.1,1211,0.6736,1.50092092391304,3,3,2,8,7,8,88,88,8,8,1,2,2,1,2,1,2,2,1,2,2,7,8,2,1,7,8,8,1,2,1,2,6,1,2,2,4,3,4,4,6,2,4,1,5,4,1,1,5,4,2,5,2,6,4,5,2,3,2,4,
ES,ESS1-5e011,1.1,01.02.2013,78487,ESS4e04_1,4,4.1,1213,0.7545,1.50092092391304,2,2,3,6,5,5,4,4,4,4,2,2,2,2,2,2,2,2,2,6,2,4,5,5,5,5,6,4,3,3,2,2,7,2,1,1,5,6,5,6,3,4,3,4,4,4,3,4,5,4,4,5,6,5,4,4,4,5,4,4,
ES,ESS1-5e011,1.1,01.02.2013,78488,ESS4e04_1,4,4.1,1214,0.73,1.50092092391304,3,3,2,5,2,6,4,4,4,4,1,2,2,2,2,2,2,2,1,2,2,3,7,4,5,5,4,5,1,1,1,1,8,3,3,3,7,5,5,1,5,1,2,2,2,3,2,2,2,2,1,3,2,5,2,4,1,1,1,2,
ES,ESS1-5e011,1.1,01.02.2013,78489,ESS4e04_1,4,4.1,1215,0.7545,1.50092092391304,3,3,2,6,5,6,2,2,5,6,1,2,2,2,2,2,2,2,2,6,2,3,7,5,7,10,7,6,1,1,1,5,8,2,2,2,6,6,6,1,4,1,4,2,1,1,1,1,2,3,1,4,1,5,1,5,1,1,4,2,
ES,ESS1-5e011,1.1,01.02.2013,78490,ESS4e04_1,4,4.1,1216,0.3666,1.50092092391304,3,5,1,8,2,9,3,5,4,5,1,2,2,2,2,2,2,2,2,6,2,6,6,6,5,8,7,8,4,2,2,2,5,2,2,2,7,8,5,5,4,1,2,2,3,2,2,2,2,2,2,3,2,4,2,3,2,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,78491,ESS4e04_1,4,4.1,1217,1.4448,1.50092092391304,4,5,1,4,1,2,1,1,3,88,1,2,2,2,2,2,2,2,2,6,2,77,7,3,4,5,5,7,2,1,2,2,5,4,4,4,2,1,1,2,2,3,3,2,4,2,3,4,3,2,2,4,2,3,2,3,3,3,1,4,
ES,ESS1-5e011,1.1,01.02.2013,78492,ESS4e04_1,4,4.1,1218,1.4448,1.50092092391304,3,3,2,7,5,7,3,3,5,5,3,1,2,2,2,2,2,2,2,6,2,77,6,5,5,7,7,7,2,2,2,2,6,2,2,2,7,7,5,3,4,2,3,2,3,3,2,2,3,2,2,3,2,3,2,2,2,2,2,3,
ES,ESS1-5e011,1.1,01.02.2013,78493,ESS4e04_1,4,4.1,1220,0.4298,1.50092092391304,3,3,3,6,6,6,6,6,6,6,3,2,2,2,2,1,2,2,2,6,2,88,9,88,88,8,6,6,2,1,1,3,5,2,2,2,88,8,8,2,4,1,3,3,2,7,1,7,3,2,3,3,2,3,3,4,2,1,3,3,
