cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
ES,ESS1-6e01,1.0,26.11.2014,93522,ESS4e04_3,4,4.3,121,1.6676,1.06516080398375,1.50092092391304,4,4,2,5,7,6,2,2,5,5,1,2,2,2,2,2,2,2,2,6,2,7,9,3,1,8,5,5,1,1,1,1,2,3,3,3,7,3,2,3,3,2,3,3,2,2,3,3,2,3,2,2,2,4,3,3,3,4,3,3,
ES,ESS1-6e01,1.0,26.11.2014,93523,ESS4e04_3,4,4.3,123,1.3414,1.7497658293617,1.50092092391304,3,3,4,5,6,7,4,3,5,7,1,2,2,2,2,2,2,2,2,6,2,7,6,2,1,7,5,3,2,2,2,2,2,4,4,4,3,2,4,3,2,3,4,1,3,1,4,2,4,2,1,4,2,5,2,4,2,4,3,4,
ES,ESS1-6e01,1.0,26.11.2014,93524,ESS4e04_3,4,4.3,124,0.3666,0.284021547784936,1.50092092391304,3,2,3,5,5,6,6,6,6,5,2,2,2,2,2,2,2,2,2,6,2,5,6,5,6,6,6,6,4,2,3,4,5,2,2,2,7,7,6,3,5,1,4,2,4,4,2,3,5,3,2,5,2,5,2,5,2,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,93525,ESS4e04_3,4,4.3,125,0.7445,0.841853553748655,1.50092092391304,4,4,4,3,2,6,1,1,3,2,1,1,2,1,1,1,1,2,1,3,2,3,9,0,0,4,3,1,2,2,2,3,1,2,4,4,2,1,1,2,3,1,4,1,2,2,2,4,2,1,1,5,1,2,2,4,2,2,4,2,
ES,ESS1-6e01,1.0,26.11.2014,93526,ESS4e04_3,4,4.3,126,1.621,1.41642524840352,1.50092092391304,2,2,4,0,0,10,0,1,0,0,1,2,2,2,2,2,2,2,1,2,2,8,10,0,0,5,0,5,4,1,3,3,10,1,1,1,3,2,3,6,5,2,2,3,5,3,2,2,2,2,2,2,5,5,2,2,1,1,1,3,
ES,ESS1-6e01,1.0,26.11.2014,93527,ESS4e04_3,4,4.3,127,0.7545,0.597023510602142,1.50092092391304,3,5,4,7,0,7,2,2,8,88,1,2,2,2,2,2,2,2,2,6,2,4,7,1,1,7,2,1,3,2,2,1,6,8,2,3,3,5,4,2,4,2,4,2,3,2,2,3,2,5,2,3,4,5,2,2,2,2,4,3,
ES,ESS1-6e01,1.0,26.11.2014,93528,ESS4e04_3,4,4.3,131,0.3666,0.404714941289307,1.50092092391304,4,5,5,0,0,0,0,0,88,88,2,2,2,2,2,2,2,2,2,6,2,77,5,0,77,88,5,0,1,1,2,4,88,2,2,2,9,88,88,3,5,2,4,3,3,3,2,3,3,2,2,4,2,3,2,3,1,1,2,3,
ES,ESS1-6e01,1.0,26.11.2014,93529,ESS4e04_3,4,4.3,132,1.2198,1.11344969431474,1.50092092391304,4,2,4,5,6,6,4,4,88,3,1,2,2,2,2,2,2,2,2,6,2,77,6,4,4,7,4,7,1,1,1,8,4,2,2,2,6,6,5,3,5,1,4,3,3,3,2,2,3,2,1,5,2,3,3,3,1,1,4,4,
ES,ESS1-6e01,1.0,26.11.2014,93530,ESS4e04_3,4,4.3,133,1.1327,0.950498254059333,1.50092092391304,1,3,4,9,7,6,7,8,7,7,1,1,1,1,1,1,1,2,1,1,1,4,7,6,8,9,5,4,1,1,2,2,6,2,2,2,7,8,7,2,4,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,
ES,ESS1-6e01,1.0,26.11.2014,93531,ESS4e04_3,4,4.3,134,0.3666,0.265342116251457,1.50092092391304,4,4,1,3,5,5,2,2,88,88,2,2,2,2,2,1,2,2,2,6,2,7,3,2,2,7,2,9,2,2,1,3,6,8,2,2,5,88,5,1,3,1,4,1,3,3,2,1,4,1,3,3,1,3,3,1,1,1,4,3,
ES,ESS1-6e01,1.0,26.11.2014,93532,ESS4e04_3,4,4.3,135,1.288,1.50252277708709,1.50092092391304,4,3,2,6,7,6,6,7,8,7,2,2,2,2,2,2,2,2,1,2,2,4,4,7,8,8,8,9,1,1,2,2,10,2,2,2,8,8,7,3,5,1,3,2,6,1,3,1,4,1,3,4,1,3,3,2,1,3,4,3,
ES,ESS1-6e01,1.0,26.11.2014,93533,ESS4e04_3,4,4.3,138,1.5171,1.64581972737707,1.50092092391304,2,3,4,3,1,2,1,2,2,0,1,1,1,1,2,1,1,2,1,1,1,4,5,3,4,5,2,0,1,1,2,2,10,2,2,2,7,7,7,2,2,3,3,3,3,4,1,1,2,2,3,3,1,1,1,4,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,93534,ESS4e04_3,4,4.3,140,1.621,1.41642524840352,1.50092092391304,3,3,1,7,1,8,0,0,5,88,1,2,2,2,2,2,2,2,2,6,2,2,8,5,8,7,8,8,1,4,3,4,3,3,3,2,3,3,6,5,6,2,2,2,5,1,1,1,1,2,1,5,1,6,2,5,2,1,1,5,
ES,ESS1-6e01,1.0,26.11.2014,93535,ESS4e04_3,4,4.3,142,0.73,0.598590932562926,1.50092092391304,3,3,3,4,4,6,4,4,4,4,1,2,2,2,2,2,2,2,2,6,2,5,7,4,4,5,4,6,2,2,2,2,5,2,2,2,6,5,5,3,4,1,4,1,3,2,2,2,3,3,1,5,2,5,2,3,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93536,ESS4e04_3,4,4.3,143,0.8058,0.687139809049841,1.50092092391304,3,2,3,6,5,0,5,6,6,5,1,2,2,2,2,2,2,2,2,6,2,8,8,6,5,4,6,6,2,2,2,2,5,3,3,3,5,5,5,2,5,2,6,1,3,3,1,2,1,2,1,5,2,5,1,2,1,1,2,1,
ES,ESS1-6e01,1.0,26.11.2014,93537,ESS4e04_3,4,4.3,144,0.73,1.73512956853244,1.50092092391304,2,3,4,8,6,9,6,5,7,7,1,2,2,2,2,2,2,2,1,2,2,0,9,4,4,9,5,2,1,1,1,2,3,2,2,2,8,7,5,2,5,1,5,2,2,6,1,1,2,2,1,4,2,4,2,4,1,3,2,1,
ES,ESS1-6e01,1.0,26.11.2014,93538,ESS4e04_3,4,4.3,145,1.0668,1.50957564887393,1.50092092391304,4,5,3,2,0,6,0,0,6,6,1,1,2,2,2,2,2,2,2,6,2,77,10,3,1,8,4,7,1,1,3,2,5,2,2,2,7,6,5,1,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,4,1,2,1,1,
ES,ESS1-6e01,1.0,26.11.2014,93539,ESS4e04_3,4,4.3,146,0.6736,0.891716823701514,1.50092092391304,1,3,3,5,1,5,4,4,5,5,1,2,2,2,2,2,2,2,2,6,2,77,10,1,77,2,4,3,4,2,2,2,2,3,3,3,4,3,4,1,3,2,2,2,3,2,2,1,3,2,1,4,1,5,1,2,1,1,1,3,
ES,ESS1-6e01,1.0,26.11.2014,93540,ESS4e04_3,4,4.3,147,0.298,0.328982685499764,1.50092092391304,2,3,3,7,5,8,7,6,7,8,3,2,2,1,2,1,1,1,1,2,2,3,3,5,8,6,5,7,2,1,1,4,7,1,1,1,8,9,7,3,4,2,4,3,2,5,2,3,3,1,2,3,3,3,3,4,2,1,5,3,
ES,ESS1-6e01,1.0,26.11.2014,93541,ESS4e04_3,4,4.3,148,1.1822,0.952242706176642,1.50092092391304,3,4,4,4,4,7,5,6,6,7,2,2,2,2,2,2,2,2,1,3,2,4,7,4,4,3,6,7,4,2,2,2,7,1,1,1,7,6,7,2,3,2,4,4,1,4,2,2,2,2,2,4,2,2,5,5,2,1,3,3,
ES,ESS1-6e01,1.0,26.11.2014,93542,ESS4e04_3,4,4.3,149,0.3666,0.286686625396871,1.50092092391304,2,5,4,2,4,7,0,2,0,0,1,1,2,1,2,1,1,2,1,2,2,1,6,3,3,7,3,3,1,1,2,4,6,1,1,1,8,8,8,2,5,1,3,3,2,4,2,1,4,2,1,4,2,4,3,4,1,2,1,2,
ES,ESS1-6e01,1.0,26.11.2014,93543,ESS4e04_3,4,4.3,151,1.0668,1.15731361490071,1.50092092391304,4,5,2,6,5,5,4,4,6,4,2,2,2,2,2,2,2,2,1,3,2,0,10,8,9,10,8,5,2,4,2,2,8,2,2,2,5,7,6,4,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,93544,ESS4e04_3,4,4.3,152,1.5467,0.963699314778585,1.50092092391304,3,2,3,7,6,8,7,6,7,6,3,1,2,2,2,1,2,2,1,2,2,4,10,4,5,8,8,8,2,2,2,2,6,3,3,3,7,7,7,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,6,1,1,6,1,
ES,ESS1-6e01,1.0,26.11.2014,93545,ESS4e04_3,4,4.3,153,1.4448,0.862883915042309,1.50092092391304,3,4,2,5,8,10,4,4,5,5,1,2,2,2,2,2,2,2,1,2,2,6,9,3,5,6,5,8,2,2,2,3,2,3,3,3,5,5,5,3,3,2,3,1,3,2,2,2,2,2,2,3,2,5,2,2,2,2,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93546,ESS4e04_3,4,4.3,155,1.5467,1.1942595141235,1.50092092391304,3,4,3,3,3,3,2,0,4,2,1,2,2,2,2,2,2,2,1,2,2,4,5,1,0,8,3,4,1,1,1,3,10,1,3,4,7,5,3,2,2,2,3,2,1,2,3,3,2,2,2,3,2,4,3,3,2,3,4,3,
ES,ESS1-6e01,1.0,26.11.2014,93547,ESS4e04_3,4,4.3,156,0.73,0.577637061285042,1.50092092391304,2,3,3,6,5,6,4,4,6,6,1,2,2,2,2,2,2,2,1,2,2,4,7,5,4,5,6,8,1,2,3,2,2,3,3,3,5,5,5,5,5,1,5,1,4,3,2,1,2,2,2,5,2,5,2,4,2,3,4,2,
ES,ESS1-6e01,1.0,26.11.2014,93548,ESS4e04_3,4,4.3,157,0.6736,0.950030626716931,1.50092092391304,3,4,2,2,1,3,2,2,2,3,1,2,2,2,2,1,1,2,1,6,2,77,8,4,3,4,7,1,3,1,8,2,9,2,2,3,3,3,2,1,4,3,2,3,1,2,3,3,2,2,3,3,4,1,2,4,1,2,4,1,
ES,ESS1-6e01,1.0,26.11.2014,93549,ESS4e04_3,4,4.3,161,0.298,0.398905718619634,1.50092092391304,1,1,4,7,7,7,7,7,7,7,1,2,2,2,2,2,2,2,1,6,2,77,8,8,7,7,7,7,3,2,8,2,6,3,3,3,5,5,5,3,5,2,4,2,3,2,3,3,3,3,3,4,2,4,2,4,2,3,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93550,ESS4e04_3,4,4.3,162,1.4257,1.21678107888984,1.50092092391304,3,3,3,6,7,9,4,4,8,8,1,2,2,2,2,2,2,2,1,2,2,2,9,2,6,6,6,6,2,2,1,3,4,3,3,3,88,5,5,2,5,1,3,1,4,2,2,3,4,4,1,3,1,5,3,5,1,2,4,4,
ES,ESS1-6e01,1.0,26.11.2014,93551,ESS4e04_3,4,4.3,166,0.4298,0.410879932285121,1.50092092391304,4,5,1,88,2,6,0,0,88,88,2,2,2,2,2,2,2,2,2,6,2,88,7,88,88,6,88,8,2,3,2,8,88,8,8,8,5,5,2,6,5,2,5,2,5,2,1,2,5,3,1,5,1,5,1,2,2,2,1,5,
ES,ESS1-6e01,1.0,26.11.2014,93552,ESS4e04_3,4,4.3,167,0.922,1.50008625014045,1.50092092391304,3,2,4,5,8,9,3,3,5,7,1,2,2,2,2,2,2,2,7,6,2,2,9,6,5,7,7,8,3,2,2,2,5,3,2,2,6,6,7,1,4,2,3,2,3,3,1,2,3,2,2,3,2,3,3,3,2,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93553,ESS4e04_3,4,4.3,168,0.7545,0.788544533240174,1.50092092391304,4,5,1,5,5,7,5,5,88,88,1,2,2,2,2,2,2,2,2,6,2,5,10,4,4,7,5,5,2,3,3,8,3,3,3,3,88,88,88,5,5,2,6,2,5,1,2,1,4,2,2,6,2,6,1,8,1,2,1,3,
ES,ESS1-6e01,1.0,26.11.2014,93554,ESS4e04_3,4,4.3,173,0.9837,1.36770700627305,1.50092092391304,4,3,3,8,6,6,7,6,4,3,1,2,2,2,2,2,2,2,1,2,2,4,8,4,5,8,88,7,1,1,1,3,5,2,2,2,6,7,5,3,4,2,3,3,3,5,1,3,2,2,2,4,2,4,3,4,1,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93555,ESS4e04_3,4,4.3,174,1.6676,1.28761050349283,1.50092092391304,3,5,2,8,5,7,5,5,5,88,1,2,2,2,2,2,2,2,2,6,2,6,8,5,6,7,8,6,1,1,5,3,10,3,3,3,3,2,3,2,5,2,5,2,2,5,2,2,3,5,1,5,2,6,2,6,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,93556,ESS4e04_3,4,4.3,175,0.8027,0.695760394237218,1.50092092391304,3,3,3,6,7,5,6,6,6,6,1,2,2,2,2,2,2,2,1,2,2,4,7,4,6,7,4,8,1,3,1,3,5,3,3,3,4,6,5,3,5,2,4,2,5,3,3,3,5,5,3,5,2,5,3,5,2,3,3,6,
ES,ESS1-6e01,1.0,26.11.2014,93557,ESS4e04_3,4,4.3,176,1.6676,1.03120535489061,1.50092092391304,2,3,2,7,4,4,5,5,5,7,1,1,1,1,1,2,1,1,2,6,2,5,7,4,4,5,6,7,3,1,1,8,7,3,3,3,4,7,6,1,4,1,2,2,1,3,2,5,1,1,2,2,2,2,2,6,2,2,3,1,
ES,ESS1-6e01,1.0,26.11.2014,93558,ESS4e04_3,4,4.3,177,1.5467,0.997207459740044,1.50092092391304,3,4,3,7,4,6,6,6,8,8,1,2,2,2,2,2,2,2,2,6,2,77,8,2,3,8,5,5,1,1,1,5,0,8,8,8,88,88,88,3,4,1,4,3,4,2,1,1,1,1,1,4,4,4,1,3,1,1,1,1,
ES,ESS1-6e01,1.0,26.11.2014,93559,ESS4e04_3,4,4.3,178,0.4298,0.402526590075768,1.50092092391304,4,5,1,5,4,6,1,1,5,3,2,2,2,2,2,2,2,2,2,6,2,88,8,5,3,5,5,4,2,2,8,3,5,3,3,3,4,3,4,2,5,3,3,3,4,3,3,1,4,3,2,4,3,3,2,3,1,4,4,6,
ES,ESS1-6e01,1.0,26.11.2014,93560,ESS4e04_3,4,4.3,179,1.5467,0.987937284433721,1.50092092391304,4,5,1,88,3,8,0,0,88,88,1,2,2,2,2,2,2,2,2,6,2,77,8,4,5,8,6,4,1,8,1,2,88,3,3,3,3,9,4,4,5,2,5,1,5,1,3,1,2,1,1,6,3,5,3,5,1,2,1,3,
ES,ESS1-6e01,1.0,26.11.2014,93561,ESS4e04_3,4,4.3,180,1.4448,1.31611980016353,1.50092092391304,3,3,3,7,4,6,4,2,4,5,1,2,2,2,2,2,1,2,2,6,2,4,8,3,5,7,4,5,2,1,2,4,6,3,3,3,7,8,8,3,5,1,4,2,5,3,1,3,3,1,3,2,2,5,1,4,1,2,5,4,
ES,ESS1-6e01,1.0,26.11.2014,93562,ESS4e04_3,4,4.3,181,0.4298,0.410879932285121,1.50092092391304,4,5,2,7,1,7,1,1,2,4,1,2,2,2,2,2,2,2,1,2,2,7,7,1,1,8,6,9,2,2,1,4,3,3,3,3,4,7,3,4,6,1,4,1,3,3,2,1,2,3,1,4,2,3,1,4,1,1,1,2,
ES,ESS1-6e01,1.0,26.11.2014,93563,ESS4e04_3,4,4.3,182,1.4257,0.850758581973311,1.50092092391304,4,4,2,5,3,4,2,2,5,7,1,2,2,2,2,2,2,2,2,6,2,5,5,0,3,8,8,5,5,1,1,5,0,3,3,3,5,7,7,3,5,2,5,2,3,2,1,1,1,1,1,5,1,5,3,4,1,2,2,1,
ES,ESS1-6e01,1.0,26.11.2014,93564,ESS4e04_3,4,4.3,183,0.7445,0.898545226322199,1.50092092391304,4,4,2,3,2,3,0,0,2,2,3,2,2,2,2,2,2,2,2,6,2,5,8,3,2,6,8,3,1,1,2,2,5,2,2,2,5,4,4,1,2,1,3,2,1,2,1,4,2,2,2,2,2,1,4,5,2,4,5,1,
ES,ESS1-6e01,1.0,26.11.2014,93565,ESS4e04_3,4,4.3,185,0.73,0.762939044751924,1.50092092391304,4,4,2,5,7,7,7,5,5,6,2,2,2,2,2,2,2,2,2,6,2,5,5,5,5,5,6,7,4,3,3,2,8,4,2,2,8,8,9,5,3,3,3,3,3,2,4,4,3,3,3,5,2,4,2,3,4,3,4,2,
ES,ESS1-6e01,1.0,26.11.2014,93566,ESS4e04_3,4,4.3,186,1.288,1.12545078343229,1.50092092391304,3,3,2,5,3,2,0,0,4,1,1,2,2,2,2,2,2,2,1,3,2,5,7,6,3,9,6,5,2,1,1,3,4,2,4,4,3,4,4,4,5,1,6,1,5,3,2,2,5,2,1,5,1,5,1,1,1,1,2,6,
ES,ESS1-6e01,1.0,26.11.2014,93567,ESS4e04_3,4,4.3,190,0.3666,0.343337012381984,1.50092092391304,4,5,2,3,1,5,0,0,4,3,2,2,2,2,2,2,2,2,1,2,2,5,8,5,5,3,7,3,2,2,2,4,4,3,3,3,4,5,4,2,5,1,3,1,3,4,1,1,5,4,1,4,2,5,1,5,1,2,2,6,
ES,ESS1-6e01,1.0,26.11.2014,93568,ESS4e04_3,4,4.3,191,1.4448,0.923628817661158,1.50092092391304,4,3,2,88,4,88,3,3,5,5,1,2,2,2,2,2,2,2,1,3,2,7,4,3,1,3,3,6,2,3,2,2,5,3,3,3,3,2,1,2,5,2,3,2,5,2,2,2,4,2,2,2,2,5,2,2,2,2,2,4,
ES,ESS1-6e01,1.0,26.11.2014,93569,ESS4e04_3,4,4.3,192,1.5467,1.64508223510714,1.50092092391304,2,1,4,7,5,3,4,4,2,1,1,2,2,2,2,2,2,2,2,6,2,5,9,4,4,4,9,7,1,1,1,1,10,3,3,3,4,4,3,1,6,1,6,1,1,1,1,1,2,1,1,6,1,5,1,1,1,1,3,1,
ES,ESS1-6e01,1.0,26.11.2014,93570,ESS4e04_3,4,4.3,193,1.1866,0.896192921828148,1.50092092391304,3,4,2,2,4,6,0,0,2,5,3,2,2,2,2,2,2,2,1,3,2,88,10,4,3,9,4,5,1,1,3,3,5,3,3,3,10,5,9,3,4,1,3,1,2,2,1,4,2,1,1,4,1,5,2,1,1,2,2,3,
ES,ESS1-6e01,1.0,26.11.2014,93571,ESS4e04_3,4,4.3,195,0.1627,0.122032740644395,1.50092092391304,3,3,3,5,7,6,0,1,5,6,1,2,2,2,1,2,2,2,1,3,2,3,8,4,4,7,3,4,1,1,1,4,5,2,1,1,5,8,6,1,4,2,5,2,3,6,2,2,2,2,2,4,1,5,4,3,1,4,4,2,
ES,ESS1-6e01,1.0,26.11.2014,93572,ESS4e04_3,4,4.3,196,1.3708,1.39671665346081,1.50092092391304,4,3,4,5,0,9,8,5,5,5,1,2,2,2,2,2,2,2,1,6,2,77,8,2,5,8,2,6,1,4,1,2,10,2,2,2,5,5,4,3,4,3,3,1,4,1,3,3,2,1,3,3,1,5,1,1,3,1,1,4,
ES,ESS1-6e01,1.0,26.11.2014,93573,ESS4e04_3,4,4.3,197,1.5467,0.956443585037965,1.50092092391304,4,5,5,6,3,5,4,4,2,6,1,2,2,2,2,2,2,2,2,6,2,77,5,5,4,8,4,5,3,1,1,4,7,3,3,3,6,8,88,3,5,1,4,1,1,1,1,1,4,1,1,5,1,1,1,4,1,1,1,1,
ES,ESS1-6e01,1.0,26.11.2014,93574,ESS4e04_3,4,4.3,199,1.1822,1.62552523947935,1.50092092391304,3,3,2,5,5,5,4,4,5,5,1,2,2,2,2,2,2,2,2,6,1,3,9,3,5,4,5,6,2,2,2,2,6,2,2,2,7,7,5,1,2,2,1,1,3,1,1,2,1,2,2,5,2,2,1,5,1,2,2,1,
ES,ESS1-6e01,1.0,26.11.2014,93575,ESS4e04_3,4,4.3,201,0.8058,0.889294737728185,1.50092092391304,3,3,3,88,3,6,0,0,88,5,1,2,2,2,2,2,2,2,2,6,2,77,7,3,0,6,5,4,4,3,1,8,88,3,3,3,88,88,88,3,5,3,2,2,2,2,1,2,3,2,2,2,1,6,3,2,1,3,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93576,ESS4e04_3,4,4.3,203,1.4448,1.23308220718246,1.50092092391304,3,2,2,0,2,7,1,1,5,5,2,2,2,2,2,1,1,1,2,6,2,7,7,1,1,1,5,2,1,4,2,2,10,3,3,3,6,8,2,3,5,1,2,1,2,2,3,2,2,1,1,2,2,5,1,1,1,1,2,2,
ES,ESS1-6e01,1.0,26.11.2014,93577,ESS4e04_3,4,4.3,205,0.1627,0.11776094466479,1.50092092391304,1,3,3,7,5,8,4,4,7,7,1,2,1,2,1,1,2,2,1,1,2,3,8,3,7,6,5,5,1,1,1,3,6,2,3,3,7,8,5,1,5,1,4,1,5,4,2,2,2,2,2,5,2,4,5,2,2,2,4,3,
ES,ESS1-6e01,1.0,26.11.2014,93578,ESS4e04_3,4,4.3,206,0.4298,0.332985437092105,1.50092092391304,4,5,2,5,5,5,5,5,3,7,2,2,2,2,2,1,2,2,2,6,2,5,5,5,3,5,3,7,2,2,1,1,6,3,3,2,7,5,6,3,5,1,3,2,1,1,1,2,3,1,1,3,2,3,2,5,1,2,2,2,
ES,ESS1-6e01,1.0,26.11.2014,93579,ESS4e04_3,4,4.3,207,0.7545,1.79336336912016,1.50092092391304,2,2,4,2,1,5,0,0,2,2,1,2,2,2,2,2,1,2,1,1,2,9,6,0,0,2,3,5,1,3,2,4,2,3,3,3,2,5,2,2,3,1,3,3,3,3,3,1,2,1,2,4,3,3,2,2,1,1,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93580,ESS4e04_3,4,4.3,208,0.7445,0.713395661453542,1.50092092391304,4,5,2,88,88,8,88,88,5,5,3,2,2,2,2,2,2,2,2,6,2,88,10,6,88,88,8,7,1,1,8,2,5,3,3,3,6,6,6,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,2,4,1,2,4,1,
ES,ESS1-6e01,1.0,26.11.2014,93581,ESS4e04_3,4,4.3,209,1.4448,1.60840661429707,1.50092092391304,2,2,4,6,7,7,5,5,6,6,1,2,2,2,2,2,2,2,1,2,2,3,9,6,9,9,4,3,2,1,1,2,6,2,2,2,8,7,7,1,2,2,2,2,2,4,1,1,2,2,3,2,1,3,2,2,1,2,1,2,
ES,ESS1-6e01,1.0,26.11.2014,93582,ESS4e04_3,4,4.3,210,0.298,0.402043892418675,1.50092092391304,4,5,5,5,5,5,0,0,5,5,1,2,2,2,2,2,2,2,2,6,2,77,6,5,5,6,5,4,2,7,7,4,5,3,3,3,4,5,5,1,2,3,3,2,3,3,3,5,3,2,3,4,2,4,2,3,2,3,3,3,
ES,ESS1-6e01,1.0,26.11.2014,93583,ESS4e04_3,4,4.3,211,1.4448,0.894185158842924,1.50092092391304,2,3,4,6,3,6,5,5,6,4,1,2,2,2,2,2,2,2,2,6,2,4,8,4,6,6,6,7,2,1,2,5,5,2,2,2,8,7,5,3,5,1,3,2,5,2,1,2,3,1,1,3,2,5,3,2,1,1,5,3,
ES,ESS1-6e01,1.0,26.11.2014,93584,ESS4e04_3,4,4.3,212,1.6676,1.84039203851517,1.50092092391304,4,1,4,5,4,2,0,0,6,8,2,2,2,2,2,2,2,2,2,6,2,5,9,6,4,7,4,5,4,2,2,2,6,1,1,1,9,8,5,2,4,2,1,1,4,2,4,4,2,1,4,3,1,5,2,4,3,4,3,2,
ES,ESS1-6e01,1.0,26.11.2014,93585,ESS4e04_3,4,4.3,214,1.1866,1.31907495614298,1.50092092391304,4,3,2,8,5,6,2,0,7,7,3,2,2,2,2,2,2,2,2,6,2,88,8,3,2,5,77,7,2,4,3,2,6,4,4,4,1,4,1,2,3,3,5,2,3,4,4,5,2,2,3,1,3,2,4,4,2,2,6,3,
ES,ESS1-6e01,1.0,26.11.2014,93586,ESS4e04_3,4,4.3,215,0.9837,2.60034625803485,1.50092092391304,3,1,4,5,0,5,3,4,88,88,1,2,2,2,2,1,2,2,1,2,2,5,5,0,4,5,5,88,2,4,2,7,0,4,4,3,0,0,0,7,7,7,7,7,7,5,4,4,5,2,2,5,4,5,1,2,3,4,3,5,
ES,ESS1-6e01,1.0,26.11.2014,93587,ESS4e04_3,4,4.3,216,0.6736,0.53300866367343,1.50092092391304,3,3,3,6,1,6,5,4,6,5,2,1,2,2,2,1,2,2,1,2,2,1,7,0,2,0,0,2,3,1,1,3,0,3,3,3,1,3,4,3,5,2,5,2,2,4,2,3,3,2,2,5,2,5,2,5,2,2,5,4,
ES,ESS1-6e01,1.0,26.11.2014,93588,ESS4e04_3,4,4.3,217,1.4257,1.21575480983167,1.50092092391304,4,4,4,8,7,6,4,4,6,5,1,1,2,2,2,2,2,2,1,2,2,3,0,5,6,6,8,6,1,1,1,1,1,4,2,2,5,3,3,2,3,3,3,3,2,3,4,3,5,3,4,3,2,4,3,3,2,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,93589,ESS4e04_3,4,4.3,218,0.8058,0.582289587548059,1.50092092391304,4,4,2,3,2,9,2,2,3,6,1,2,2,2,2,2,2,2,2,6,2,3,9,0,1,2,3,3,2,2,1,2,88,3,3,3,5,5,5,1,5,1,1,6,1,2,3,1,3,2,1,6,2,6,1,5,1,2,2,6,
ES,ESS1-6e01,1.0,26.11.2014,93590,ESS4e04_3,4,4.3,219,1.6676,1.84039203851517,1.50092092391304,2,2,3,8,4,5,4,4,3,2,1,2,2,2,2,2,2,2,1,1,2,7,9,0,0,7,6,7,4,2,1,5,10,3,3,3,4,5,5,2,5,1,2,1,2,2,1,2,2,1,1,4,1,2,3,1,1,3,2,2,
ES,ESS1-6e01,1.0,26.11.2014,93591,ESS4e04_3,4,4.3,220,1.32,1.41178987048434,1.50092092391304,4,4,2,6,6,9,5,4,6,7,1,1,2,1,2,1,2,2,1,2,2,10,9,3,2,6,5,8,2,2,2,1,3,3,3,3,6,7,5,2,4,1,1,1,3,2,2,2,4,1,1,3,1,5,1,1,1,1,2,4,
ES,ESS1-6e01,1.0,26.11.2014,93592,ESS4e04_3,4,4.3,221,0.8653,1.85070543095265,1.50092092391304,3,2,4,3,4,6,1,1,5,6,1,2,2,2,2,2,2,2,1,2,2,3,10,3,4,5,3,5,3,2,2,2,8,2,3,3,7,4,4,3,3,2,3,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,3,3,
ES,ESS1-6e01,1.0,26.11.2014,93593,ESS4e04_3,4,4.3,222,0.6736,0.703994165129995,1.50092092391304,4,5,1,88,88,5,0,0,88,88,1,2,2,2,2,2,2,2,2,6,2,77,8,4,88,7,88,8,2,2,3,3,5,8,8,8,5,5,5,1,5,2,5,1,3,1,2,2,4,2,1,4,3,5,1,3,1,2,1,3,
ES,ESS1-6e01,1.0,26.11.2014,93594,ESS4e04_3,4,4.3,223,0.3666,0.350462036239472,1.50092092391304,4,5,1,88,0,5,0,0,88,88,2,2,2,2,2,2,2,2,2,6,2,3,5,4,88,88,88,88,1,4,1,5,88,3,3,3,0,0,0,5,5,1,4,1,4,2,2,1,5,3,1,4,2,4,1,4,1,1,2,6,
